t,Market Portfolio,Manager A,Manager B,Manager C
1012,-0.013842962,-0.502164996,-0.106930437,-0.241992658
1013,-0.137007035,-0.255997122,-0.139204727,0.046595576
1014,-0.134518041,0.113360402,0.103028516,-0.314718005
1015,0.107834959,0.026170002,-0.045123135,0.111870512
1016,-0.047542696,-0.162408865,0.249069023,0.104443479
1017,0.194780949,0.685253763,0.283609939,0.30969854
1018,0.065249444,0.147169317,0.153932352,0.299178366
1019,0.140424616,-0.294825406,-0.066467443,-0.112111268
1020,0.164892867,0.14890942,0.03291809,0.070844179
1021,0.10784655,0.610725006,-0.017059173,-0.071347262
1022,0.037946537,-0.384668779,-0.148987704,0.189185504
1023,0.192523191,-0.028166669,0.095368954,0.397624537
1024,0.224583503,0.436654521,0.00092266,0.009526289
1025,-0.00242181,-0.048477942,0.100751579,-0.37557254
1026,0.059589731,0.587677416,-0.023362648,0.212450703
1027,-0.027513568,0.060839806,0.218918491,0.449408021
1028,-0.041306703,0.050997783,-0.111331235,0.124397534
1029,0.190557561,0.466363464,-0.030684739,0.154887658
1030,0.091525404,0.348023549,-0.042817232,0.044652651
1031,0.230648995,0.468078789,-0.018163089,-0.136041598
1032,0.126956935,0.500976658,0.231103483,0.225341634
1033,0.096262275,0.688558011,0.344834507,0.131214977
1034,0.087827571,0.332232187,0.058317774,0.241783665
1035,0.05661682,-0.246422148,-0.040533314,0.063275525
1036,-0.056115601,-0.049768382,0.148271643,-0.17220374
1037,0.021745893,-0.031134778,-0.040119352,0.103498435
1038,-0.049725455,-0.249271671,0.094228812,-0.154900603
1039,0.142067536,0.497909693,0.143146859,0.3990101
1040,-0.000654135,-0.040525736,-0.213210572,-0.242193193
1041,0.080296803,0.373961926,-0.288526062,-0.37826946
1042,0.23663953,0.199296457,0.04080676,0.399775133
1043,-0.069156702,-0.491716272,-0.066250636,0.078760654
1044,0.011372718,-0.298820653,0.090990737,-0.024498057
1045,-0.046142271,-0.525738149,-0.032596882,0.166994345
1046,0.237021492,0.561006217,0.002125839,0.219047759
1047,-0.09460612,-0.232757794,0.187344298,0.036279504
1048,-0.025977968,0.197859764,0.008132932,0.164543262
1049,0.05570491,-0.138504571,-0.112819552,-0.166669836
1050,0.048691131,0.238007628,-0.020780789,0.025597349
1051,0.017892529,0.075259463,0.108426166,0.265699666
1052,-0.029720352,-0.101198838,0.177725901,-0.451760329
1053,0.043419441,0.101370137,-0.033394245,-0.0924008
1054,-0.024861568,-0.099986964,0.259167577,-0.159203037
1055,0.190819242,0.211463885,0.029885245,0.065762845
1056,0.088429703,0.421875594,0.360398224,0.39535845
1057,0.00140643,0.009824024,0.206193138,0.217910555
1058,0.076142905,0.110047235,0.112726513,0.052824063
1059,-0.012428114,-0.10673769,-0.02280546,-0.084776304
1060,-0.038152062,-0.024958102,0.172459873,-0.370661225
1061,0.047802619,-0.522965301,-0.147574105,-0.227890509
1062,0.24056118,1.080371836,0.224041733,0.135434486
1063,0.07269065,0.197219591,0.015952128,0.007568221
1064,-0.092107775,-0.075987865,0.065687379,0.243739235
1065,-0.009281639,0.258738033,-0.160355613,0.256743349
1066,0.033305734,-0.163640101,-0.172829985,-0.353677359
1067,0.099067727,0.349907355,0.065884934,0.19683953
1068,0.100727753,0.078617426,0.441218847,-0.020834244
1069,-0.091321622,0.070121333,-0.188580527,-0.041126964
1070,0.227107097,0.291480739,-0.137614605,0.022749943
1071,0.052786122,-0.387376553,-0.032134904,0.235535883
1072,0.201097283,0.380725916,0.188642786,0.210384073
1073,-0.049524085,-0.460832658,0.019974006,-0.152640044
1074,-0.030172423,-0.007770385,0.245426114,-0.10922957
1075,0.123371291,-0.308678891,-0.264490293,-0.25341608
1076,-0.018356674,0.118746239,-0.011109373,-0.254342755
1077,0.015314759,0.145886003,-0.108475617,0.04559528
1078,0.05458649,0.006866423,0.042817676,0.349193043
1079,-0.008836245,0.066524052,-0.264514179,-0.248419421
1080,0.06182572,-0.287679538,-0.442441804,-0.499433247
1081,-0.025563157,-0.39394085,0.372189215,0.285823798
1082,-0.080307845,0.120656363,0.205974097,0.101506339
1083,0.032529677,0.089425232,0.060944093,0.047783038
1084,0.060514759,-0.078930732,0.271391842,0.782201971
1085,-0.126595854,-0.612960937,0.038239436,-0.204006604
1086,0.116125973,0.130194954,-0.075485031,-0.212163038
1087,0.194057181,0.385498083,0.049734978,0.319017306
1088,0.198089657,0.240247693,0.05404737,-0.271350516
1089,-0.002957602,-0.246796254,-0.070056552,-0.19250362
1090,0.04707602,-0.173168507,0.036360224,-0.257510169
1091,0.077095243,0.170843649,0.357411694,0.28838816
1092,0.051069171,-0.138178016,0.078877483,0.193111259
1093,0.082651615,0.584293195,0.451896343,-0.182413364
1094,0.201258552,0.400804504,0.475188693,-0.021320162
1095,0.128746171,0.376277968,0.06571037,-0.185705301
1096,-0.035897325,0.244351696,0.339031925,0.132588453
1097,0.033106485,-0.152929107,-0.028383431,-0.380854138
1098,-0.010746402,0.003218305,0.160066225,-0.106415878
1099,-0.044376401,0.146944276,0.266208326,0.314924359
1100,0.068395211,0.133344384,-0.020645724,0.001734589
1101,0.136189798,-0.115200221,-0.03157933,0.301589135
1102,0.121160034,0.288329778,0.396991401,-0.232171368
1103,0.062836392,-0.075723185,0.082726312,0.157500079
1104,0.036531503,0.008175157,0.279496607,0.203155119
1105,0.046333696,-0.087979296,-0.010177887,0.067240954
1106,0.027431099,-0.172441412,0.030337123,0.171871442
1107,0.007360993,0.359377753,0.185663513,0.304153594
1108,0.149561526,0.065660009,-0.07562603,0.106948795
1109,-0.121400479,0.010471719,0.125839197,0.275206836
1110,-0.04593813,-0.05506659,0.18606398,-0.022059648
1111,-0.188185435,-0.368847649,-0.193497456,-0.590480381
1112,0.228042729,0.577408874,-0.014321581,-0.003012608
1113,0.122363208,0.168326036,0.204071584,0.181819913
1114,-0.026862831,-0.192420213,-0.029425346,-0.115649214
1115,0.036783045,0.057971361,-0.031028103,0.045032994
1116,-0.019957599,0.056533155,0.371704808,0.189576204
1117,0.239176375,0.382336974,-0.107003931,0.160784126
1118,0.023856418,0.215590878,0.395685911,0.319468139
1119,-0.033111079,-0.24096436,0.098295668,-0.246802098
1120,0.055630035,0.009383444,-0.195458154,-0.288779242
1121,-0.03070528,0.105700794,-0.170595246,-0.268651498
1122,-0.002546037,0.046836302,-0.094703115,-0.095939645
1123,0.045971647,0.245748155,0.136274589,0.078195896
1124,0.061114549,-0.26745293,0.168303627,-0.236116851
1125,0.142466125,0.327968628,0.013774069,0.000536409
1126,0.047136067,-0.18042742,0.244427369,0.585857199
1127,0.003417825,0.32250824,-0.00527223,-0.158294417
1128,0.047931672,0.0288086,0.042296689,-0.062080874
1129,0.14886982,0.154699093,0.367555429,0.203572668
1130,0.145272915,0.343297265,-0.033636914,0.067501928
1131,0.19412646,0.912282787,0.267441075,0.408462465
1132,0.033419084,-0.183632525,0.063572318,0.181615526
1133,0.105108262,0.093281971,0.118014197,-0.415151116
1134,0.146515289,-0.255276565,0.204566405,-0.03973713
1135,0.009455692,-0.235076465,0.304176434,-0.032651294
1136,0.086711628,0.381346551,0.411425489,0.556467133
1137,0.106466154,0.153321871,-0.104781613,-0.127826851
1138,0.196557048,0.298163735,-0.47095886,-0.184575592
1139,0.186409361,-0.060612004,0.157277899,-0.121763251
1140,-0.061315031,-0.760514718,-0.046698429,0.077155904
1141,0.256557151,0.683410564,0.256571387,0.097801563
1142,0.118744037,0.267190853,0.08354506,0.281100047
1143,-0.180152328,-0.350726362,-0.440523755,-0.037771249
1144,0.029660562,0.308850607,0.244869869,0.101138594
1145,0.023765828,0.368904149,0.092136441,0.008322228
1146,0.114198849,0.452126462,0.156155377,0.127554036
1147,-0.03653218,-0.212528184,-0.222833793,0.376342208
1148,0.103166034,0.22465561,0.199101223,0.032060582
1149,0.11407964,0.108704375,0.113970458,0.458762978
1150,0.05462668,0.175218108,-0.022520199,0.072737502
1151,-0.041226238,-0.007556371,-0.164361554,0.031444305
1152,-0.098875727,-0.387865187,-0.223245311,-0.076576467
1153,0.154693815,-0.079408185,-0.058392232,-0.07726276
1154,0.070354195,0.204516454,0.108685481,0.389707246
1155,0.156596632,0.11811596,0.203955465,-0.148797647
1156,-0.025400375,-0.18776194,0.048581349,0.588362422
1157,0.140812796,0.132564437,0.172380851,-0.155998537
1158,0.258308635,1.019569533,0.256216928,0.246981073
1159,-0.132717059,-0.008515333,0.151991349,-0.174027767
1160,-0.076050934,-0.126295939,0.060582577,0.015478656
1161,0.119327644,0.09688239,0.012789942,0.228208784
1162,-0.007261054,-0.271752486,0.203667668,0.62318813
1163,0.106005586,0.691665648,0.257127334,-0.223768103
1164,-0.110591001,0.025090643,0.092803823,0.064944192
1165,0.151017087,0.121202676,-0.085128778,-0.229509373
1166,0.04686714,0.071739357,0.312236754,0.129263346
1167,-0.059324251,0.364490024,0.181454142,-0.086592611
1168,-0.12154933,-0.196754841,-0.04695475,-0.358584021
1169,0.124058114,0.079097762,-0.015694061,-0.019601277
1170,0.064556621,0.301113575,-0.002644528,-0.241521844
1171,0.271706334,0.775447487,0.53613369,0.066006073
1172,-0.010681514,-0.357503142,0.024276295,-0.126787285
1173,-0.004629245,0.075958858,0.228295497,0.140571394
1174,-0.011597109,-0.069432093,0.209698558,0.146523554
1175,0.112282183,0.439886503,0.487677877,0.459860664
1176,0.119723488,0.027429297,-0.138545125,-0.188261357
1177,-0.047750483,-0.106201221,0.108784411,-0.256106737
1178,0.095365221,0.290949168,0.118597161,-0.023049659
1179,0.056249073,0.169670087,-0.172595956,-0.166050473
1180,-0.015717145,0.044476543,-0.243461295,0.019901213
1181,0.080327872,0.149373462,-0.142700927,-0.123233614
1182,0.125998858,0.173938639,0.100451577,0.319183596
1183,0.08398704,0.502710486,0.363945193,-0.009248259
1184,-0.226040003,-0.654548608,-0.160096864,-0.356577399
1185,0.019336887,-0.131038928,0.088127815,-0.321399469
1186,0.081816275,0.123651155,0.209455557,0.193274391
1187,-0.034860625,-0.024130353,0.264131562,0.075753851
1188,-0.033890393,0.173168046,0.22374257,-0.163285767
1189,0.111416823,0.256287812,0.157610753,0.349570935
1190,-0.012424203,0.108650461,-0.122650118,-0.077664679
1191,0.114301414,-0.237954615,-0.023862769,0.184066986
1192,-0.156425167,-0.252474986,0.216588381,-0.282085927
1193,-0.071123249,0.242545359,0.242578464,0.312770425
1194,0.113395951,-0.057607029,-0.045204934,-0.016495559
1195,0.055168845,0.364536111,0.001483891,-0.254144086
1196,0.169573086,-0.021050565,-0.110387382,0.329108724
1197,0.015479242,0.186357533,0.154818063,0.291937846
1198,-0.043851322,-0.371506852,-0.242051945,-0.349277144
1199,0.051405815,-0.141399644,-0.060830609,-0.348725373
1200,0.18601398,0.647671322,0.288452603,0.133000459
1201,-0.09665045,-0.275879223,-0.156442864,0.066107537
1202,0.193713247,0.208490954,0.012515917,0.211564241
1203,-0.063217333,-0.47953672,-0.1848365,0.139335224
1204,0.049727293,-0.266806205,-0.057476964,-0.253792759
1205,0.080148749,-0.372292418,0.142295189,0.037702652
1206,0.087980769,0.015878622,-0.317260178,0.36186765
1207,0.313990561,0.933382557,0.215105584,0.154559085
1208,0.11759857,-0.144444998,-0.115553523,0.226423041
1209,0.173479908,-0.101851877,-0.071704316,0.090899633
1210,-0.094916617,-0.652484766,-0.198523422,0.374455856
1211,0.119496197,0.384789208,0.320993465,0.061426858
1212,0.002683073,-0.180840574,0.099896145,0.01214869
1213,0.01338263,0.194309985,0.219242341,0.431158993
1214,0.017180766,0.578216042,0.464723418,0.21835044
1215,0.120262139,0.423338682,0.284748951,0.437240822
1216,0.103637696,0.028765563,0.189712392,0.015396901
1217,0.0768058,-0.253905768,-0.465564283,0.234320325
1218,0.062132547,-0.212946437,-0.260908676,-0.199417185
1219,0.220830823,0.399317292,-0.224888066,-0.382029835
1220,-0.216838607,-0.799563595,-0.275860599,-0.157006554
1221,-0.033923207,-0.009912683,-0.076910639,0.383800201
1222,-0.054574425,-0.391620868,-0.038016878,-0.007514022
1223,-0.176465226,-0.469145277,-0.036637197,0.273138101
1224,0.092643544,0.186086158,0.136625686,-0.026869713
1225,0.116382025,0.171926689,0.219502144,0.242875712
1226,-0.04037114,-0.50597076,-0.011571223,-0.018116706
1227,-0.030750279,0.245953017,0.085788751,0.402822362
1228,0.133017603,0.408946092,0.194035406,0.172654803
1229,-0.07940388,-0.012427473,-0.071401284,0.009073833
1230,0.090087657,-0.476204012,-0.124820195,-0.337272959
1231,0.006785294,0.028102503,-0.285682907,0.219706798
1232,-0.021673253,0.072419101,0.183179815,0.418936609
1233,-0.020756745,-0.131756985,0.092821842,0.357624803
1234,-0.037772349,0.224375234,-0.003645012,-0.005324684
1235,0.09390567,0.274722154,-0.013586504,0.083114243
1236,0.130775433,0.091252294,0.047028524,0.174258115
1237,0.037386521,0.207301095,0.090608562,-0.25779027
1238,0.02942309,0.443629708,0.434672773,0.131676298
1239,0.044786586,-0.190828926,-0.261416644,-0.122319882
1240,-0.01211104,-0.027987243,-0.222561522,0.315430466
1241,0.057291697,0.049561993,0.108778084,-0.260742531
1242,0.090206205,0.395116857,0.156444042,0.002882638
1243,0.089108336,-0.383139144,-0.28878679,-0.310090981
1244,0.04650648,0.067692236,0.040126728,0.11674952
1245,0.08685913,0.343927759,0.003026539,-0.046877817
1246,0.00677582,-0.054388944,0.145647248,-0.042459139
1247,0.142419084,0.161688831,-0.06818938,-0.39378327
1248,0.174456303,0.2907861,0.155047882,0.045084869
1249,0.242139114,0.823941625,0.350472333,0.082274707
1250,-0.07830472,-0.124039347,0.161120911,0.163039472
1251,0.153207503,-0.219744913,-0.310446862,-0.079895481
1252,0.224016884,0.130251511,-0.335912774,0.211610857
1253,0.044318654,-0.155562828,0.028822836,0.2152473
1254,0.116222355,0.206718241,0.014377658,0.231534224
1255,0.182049192,-0.129040161,-0.174735307,-0.260839231
1256,-0.08909268,-0.349129916,-0.106008138,-0.131050036
1257,0.075010962,0.231400922,0.098934871,0.49558685
1258,0.096636338,-0.016853444,0.394844908,0.483470361
1259,-0.002483451,-0.263619944,-0.061665971,0.019148268
1260,0.151159863,0.260525872,0.309180704,-0.049628303
1261,0.062887994,-0.16755749,0.188011779,0.484974994
1262,0.142837935,0.419715587,0.105649289,0.113013226
1263,0.02669991,0.215690818,0.251988227,0.48136635
1264,0.047967178,0.455870458,-0.034633193,0.681364146
1265,-0.129610809,-0.069963565,0.350519102,-0.104185487
1266,0.029207983,0.22777958,-0.169215406,0.053242878
1267,0.193935872,0.233878286,0.03104135,-0.088925409
1268,-0.027379174,0.368260201,-0.11794305,0.333915976
1269,-0.038167198,-0.613200586,-0.291202629,-0.427135749
1270,0.264621925,0.469890156,0.314757931,0.135932598
1271,0.117017601,0.021559153,-0.139932281,-0.148100965
1272,-0.089117281,-0.352439979,-0.034235615,0.039675028
1273,-0.007517935,0.182074825,0.018555865,-0.198920233
1274,0.150154156,-0.124092072,-0.11521099,0.061080055
1275,-0.133946274,-0.159146299,-0.158337214,-0.163832793
1276,0.082511229,-0.217025933,-0.200931867,-0.179054304
1277,0.007211368,-0.211420139,-0.120278879,0.101360243
1278,0.183920698,0.339657397,0.200839684,-0.058463266
1279,0.047581774,0.290783591,0.008512686,-0.519157102
1280,0.126454746,0.153026472,-0.114137036,-0.086691561
1281,-0.031770193,0.187813104,-0.154259093,-0.164177228
1282,0.151113982,0.142175137,0.256812158,-0.059133534
1283,0.022059509,-0.18373887,-0.188678096,-0.208772207
1284,-0.040329793,-0.132963216,-0.229480148,0.012982878
1285,-0.220312108,-0.297479288,0.007720857,-0.068254258
1286,-0.042378479,-0.099217551,0.005303122,0.34673916
1287,-0.026318916,0.522637446,0.26357475,0.210654749
1288,0.015801663,-0.134677075,-0.001163212,-0.115592707
1289,0.133391471,0.254747909,0.211815686,0.03128183
1290,0.089924052,-0.032711928,-0.112927313,-0.36107397
1291,-0.116846507,-0.126007407,0.504577663,0.213998516
1292,0.12228368,0.105871774,-0.272598672,0.076995813
1293,-0.164790997,-0.594773742,-0.036529011,0.168887977
1294,0.064729922,0.040420666,0.229905733,0.006172538
1295,0.030265663,0.026568055,0.191741327,-0.285127864
1296,0.099794498,0.290298111,0.444133504,0.353027045
1297,0.106039026,0.155295938,-0.321841536,-0.334026176
1298,0.108677302,-0.202707512,0.148288544,0.398991579
1299,0.180032775,0.477415632,0.26961283,-0.322175366
1300,0.061192607,0.41532132,-0.017012232,0.293855581
1301,0.078968293,0.291484644,-0.058775838,0.163888917
1302,-0.005450798,-0.192937385,-0.250262495,0.060470309
1303,0.103376444,0.016275361,0.023403794,-0.133720195
1304,-0.187173598,-0.059157379,-0.019689423,-0.039896008
1305,-0.166224655,-0.231448607,-0.044345942,0.425339245
1306,-0.049746016,-0.063387198,0.041879343,-0.234195339
1307,-0.016332119,-0.048413502,-0.142293802,-0.234221079
1308,0.105145198,0.08546992,0.099338505,0.176940554
1309,0.121928075,0.552112539,-0.280459379,0.424011146
1310,0.123591015,0.315194192,-0.017557838,0.232974802
1311,-0.006475379,0.176879551,-0.086786035,-0.247351974
1312,-0.176745201,-0.210244189,0.022392288,-0.237381607
1313,0.058285314,-0.013384833,0.016824949,0.199388236
1314,-0.066264414,-0.694338934,0.00325825,-0.224955447
1315,0.133440385,-0.066517661,0.147404824,-0.089394383
1316,0.049446001,0.287031063,0.233909744,-0.034124454
1317,0.032689387,0.190247191,-0.100105627,-0.511619385
1318,0.113938407,0.258978618,0.169340708,0.115139932
1319,0.053474909,0.627986128,0.32007559,0.164229147
1320,0.069056737,-0.042620021,0.320070288,0.376688805
1321,-0.013063425,-0.39944653,0.515522593,-0.081962876
1322,0.096102234,0.126449223,-0.035447066,0.392541098
1323,0.101643565,0.24516657,0.082971092,0.168925176
1324,0.00251785,0.267977178,-0.197116901,0.109473563
1325,0.097781699,0.173438204,-0.411850694,-0.180952858
1326,0.176986042,0.071791371,0.226139616,0.566870106
1327,0.00199804,0.148210853,0.116862467,0.180956964
1328,-0.158003376,-0.439082438,-0.067551079,-0.142832557
1329,0.124304103,-0.100652908,0.0009661,0.171485233
1330,0.062056469,-0.220000011,-0.071490266,-0.045672808
1331,-0.082835191,-0.537742168,-0.432607852,-0.013915911
1332,0.01263496,-0.230352135,-0.018976626,0.060361191
1333,0.072638214,0.206051503,-0.22713426,-0.041634889
1334,0.068597728,0.520029707,-0.090275256,0.023400006
1335,0.096424082,-0.018149202,0.122932047,-0.007612293
1336,0.150332947,-0.280114067,0.165742806,0.034711306
1337,0.016200917,-0.160690742,0.043473266,0.571339678
1338,0.124706165,0.458944777,-0.058753569,-0.337540171
1339,-0.026541241,-0.01829544,0.173910734,-0.089709827
1340,0.059581736,0.056084734,0.002341181,0.25195245
1341,0.136863505,0.210897045,0.248273054,-0.223773018
1342,0.135653123,-0.028119144,-0.310189532,-0.151375181
1343,0.124394541,0.21137262,0.017148343,0.17443317
1344,0.025673112,-0.09190292,-0.084114759,0.043039753
1345,0.227025191,-0.20092333,0.054655254,0.10115128
1346,0.021224109,-0.136753354,-0.272807871,0.258797475
1347,0.12210581,0.341615141,-0.141887348,0.085999799
1348,0.078060822,0.006499812,-0.107954176,-0.035341977
1349,0.075367057,0.105159728,0.208224855,0.116447755
1350,-0.081942387,-0.457406745,-0.011794598,-0.018492738
1351,-0.114369465,-0.461097364,-0.190647876,-0.468474855
1352,0.024766829,0.307152968,-0.118111989,-0.321632743
1353,0.141960359,0.229888789,0.210501843,0.700305978
1354,0.021473676,0.223326099,-0.030373548,-0.410942927
1355,0.099356618,0.402339423,0.044417183,0.012304945
1356,-0.173019669,-0.084344546,0.278999228,0.125577817
1357,0.086011256,0.119951996,0.105089944,0.268026514
1358,0.113379289,-0.16718653,-0.15279527,0.164433677
1359,0.041654784,-0.218267989,-0.112704234,-0.071695621
1360,0.15436727,0.28887253,-0.16975265,0.228811006
1361,-0.118160319,-0.3361271,0.026046427,0.289135622
1362,-0.089194917,-0.146619041,0.108593234,0.032781575
1363,-0.130405946,-0.303263987,-0.322790499,-0.497325457
1364,0.123408856,0.156306731,-0.049845293,0.260016231
1365,0.104292426,0.108768961,-0.013880037,-0.26625225
1366,0.046100899,0.202451192,-0.004053674,0.446974819
1367,0.168617133,0.494355502,-0.103468826,-0.030635688
1368,0.100246592,0.154097539,0.206829129,0.357355369
1369,0.232303689,-0.006186935,0.239657062,-0.185962326
1370,0.037836522,0.386757547,0.073220908,0.067311124
1371,-0.10214436,0.04741038,-0.26459468,-0.320275736
1372,0.162969357,0.05944182,-0.011022231,0.217801361
1373,-0.00326942,-0.018646502,0.144190156,-0.103690294
1374,0.200659129,-0.047819905,0.087443154,0.253521853
1375,-0.011191138,0.191937927,0.10856375,0.363616535
1376,0.075106434,0.304489232,0.168643348,0.669463311
1377,0.206698061,0.163772222,0.022714807,0.438499972
1378,-0.074657659,-0.187494637,-0.175273642,-0.188455224
1379,0.086306151,0.438666344,0.098376324,0.030934513
1380,0.189461733,0.474849835,0.164674175,-0.471522817
1381,-0.000360927,-0.14649213,-0.053971963,0.211612875
1382,0.170402535,0.760297841,0.058609969,0.192373165
1383,-0.046469607,0.062187264,0.080879493,0.584669232
1384,0.002698571,-0.203815559,0.178442032,-0.166847067
1385,-0.114125726,0.048533405,-0.055833086,-0.245286794
1386,-0.043240677,0.149064186,0.26450661,-0.07779849
1387,0.189694987,0.214851964,-0.140355852,0.114399552
1388,0.130875158,0.237167033,0.060987359,0.244580431
1389,0.067082146,0.124364316,0.262264701,-0.000704494
1390,0.069041723,-0.033818374,0.085751376,-0.212697638
1391,-0.08360955,0.251942444,0.032374065,0.295430057
1392,0.050896042,-0.197201833,-0.246089617,0.225942513
1393,0.116053992,0.068332289,-0.287178294,-0.30121539
1394,0.149444554,0.349370626,0.129037256,-0.429882652
1395,0.05495224,0.278475912,0.19659294,0.455104256
1396,0.04138871,0.151309097,-0.091100758,-0.010511297
1397,0.051888425,-0.069168517,0.366432873,0.426620896
1398,0.103163504,0.27874296,-0.293283627,0.284856962
1399,-0.018949072,-0.067290782,-0.317410544,0.1313213
1400,-0.10996213,-0.177159526,-0.050895993,-0.040600461
1401,-0.075685525,0.041910056,-0.071082272,-0.045127448
1402,-0.015525589,-0.327319024,0.264413046,-0.082662481
1403,0.141401194,0.102044852,-0.000225606,0.025409413
1404,0.193902342,-0.107867043,-0.159337649,0.174693076
1405,0.166227076,0.426100608,0.078291965,-0.148916412
1406,0.056719412,-0.050299307,0.208158978,0.464477469
1407,0.016221153,0.054508983,0.193381127,-0.278170258
1408,-0.191276019,-0.31212146,0.128729916,-0.094610696
1409,-0.064424395,0.165425923,0.017666774,-0.367913477
1410,0.112105157,0.198282079,0.196506765,-0.11500985
1411,0.085206236,0.094360132,-0.007811964,-0.178299792
1412,0.236237142,0.348407143,0.192056592,-0.09226161
1413,0.068877871,0.054465884,-0.122121879,-0.022218373
1414,0.038695534,0.265215861,0.013462226,-0.230029903
1415,0.078613553,0.212976337,-0.142256362,-0.033973933
1416,0.050388596,0.158253234,-0.037362444,-0.22720978
1417,-0.01756329,-0.05170399,0.07287308,0.168476404
1418,0.09795657,0.602177439,0.233112924,0.001381841
1419,0.046804231,0.18777013,-0.041135192,0.189825369
1420,-0.045407601,-0.263996521,0.168499989,-0.146449734
1421,-0.036787109,0.376202802,0.200910781,-0.270280704
1422,0.167926889,0.069363663,-0.060549348,-0.090275225
1423,-0.113663106,-0.203499005,-0.077811521,0.257046427
1424,-0.083608144,0.242948579,0.138002283,-0.070866885
1425,0.280818327,0.299558141,-0.293696453,0.179885128
1426,-0.029878344,0.087535191,-0.277627616,-0.204129445
1427,0.109049733,0.399847952,0.28305971,0.134732119
1428,-0.096383495,0.264347226,0.108960731,0.26010078
1429,0.089463259,-0.044502198,-0.046428275,-0.056508936
1430,0.276745512,0.395935293,-0.16128225,-0.126766968
1431,-0.06183281,-0.127022003,0.058146862,0.028066209
1432,0.056431387,0.213254791,-0.1085792,0.059112622
1433,0.108890194,0.105536818,0.295555082,0.38947167
1434,-0.002633754,0.009363905,0.116279309,0.187419556
1435,0.080658576,0.198922819,0.232381986,0.159982562
1436,-0.066234369,-0.060154698,0.040323784,0.265634379
1437,0.208787663,0.066826474,-0.234708925,-0.238159867
1438,0.130277825,0.575951308,0.131678068,0.382029847
1439,0.113735891,0.589008965,0.275332866,-0.111689444
1440,0.178530185,0.36304847,0.183564693,0.401766958
1441,0.17943167,0.311502619,-0.101533925,0.237477569
1442,0.160269341,0.127558447,0.098247769,0.044725727
1443,0.055074989,0.213355068,-0.047617904,0.085986126
1444,-0.062906333,-0.321278841,0.074105564,-0.460200858
1445,0.069449872,0.167599555,0.115257765,0.287340044
1446,0.086992884,0.423155615,-0.022787894,-0.449336186
1447,-0.038706792,-0.244501841,-0.24259322,-0.194358349
1448,0.108182949,0.039012249,0.192630194,-0.181924177
1449,-0.039337643,0.07111348,0.19625685,0.232972105
1450,-0.065881116,-0.335991466,0.10199391,-0.135627471
1451,0.12542718,-0.160312106,0.138191447,0.109190718
1452,-0.083079831,-0.083317608,0.013950652,-0.287560536
1453,0.062655681,-0.123958829,0.045986456,0.160273959
1454,0.309000123,0.333503005,0.127811962,0.091815324
1455,0.183779064,0.483826884,0.266323768,0.126803989
1456,0.099311659,0.594938341,0.305105974,-0.028083987
1457,0.110819193,0.369732445,0.209869559,0.155476778
1458,0.193020033,0.321749036,-0.083451577,0.183099923
1459,-0.0216563,-0.192514218,-0.176890894,-0.255211617
1460,0.003763896,0.11425858,-0.1612299,0.26256456
1461,0.032563053,0.438762085,-0.02824396,0.172239693
1462,0.001095278,-0.005119315,0.057423004,-0.051183785
1463,0.066494097,-0.131666226,0.133167566,0.013120406
1464,0.060408758,0.094821149,-0.010340459,0.050090139
1465,0.092958218,0.565955468,0.123201486,0.154627173
1466,0.079488026,0.232385355,0.235680468,-0.310227566
1467,-0.070785459,-0.05435181,0.214121393,0.471906888
1468,0.106296878,0.375749391,0.083093736,-0.420461751
1469,0.14157885,-0.125811388,0.153179966,-0.065860175
1470,-0.05176483,0.134001881,0.134949277,-0.327121343
1471,0.040275199,0.453169979,0.074041736,-0.123203803
1472,0.094728254,0.098291099,0.112986056,-0.125763509
1473,-0.044411066,-0.164387919,-0.004409376,0.01359006
1474,-0.030838655,-0.065324104,-0.055065398,0.380816679
1475,0.024669241,0.108103091,0.289303318,0.521925969
1476,0.103488086,-0.346845437,0.162006085,-0.058772589
1477,0.191056779,0.038775526,-0.137993608,0.026277779
1478,0.122044163,0.096192917,0.035526533,0.136965674
1479,-0.068248144,-0.104850592,0.020815481,0.235872969
1480,0.181712254,0.49985508,-0.001961728,0.248307503
1481,0.082518688,0.086269912,0.426420306,0.533037999
1482,0.00838175,0.327122324,0.084344307,0.305344401
1483,0.003440095,0.121609763,-0.063475921,0.266668295
1484,0.155933647,0.012544293,0.082158983,-0.112725909
1485,0.148401751,0.390508964,0.219273725,0.306995755
1486,-0.056953357,0.058713117,0.229954776,-0.098973445
1487,0.002518234,0.024747066,0.096751032,0.696538157
1488,-0.032811109,0.32543194,-0.125342653,-0.027057461
1489,0.018591041,-0.030305495,-0.225830644,-0.093682577
1490,-0.028902877,-0.361981201,-0.170142528,0.239476407
1491,-0.001171581,-0.02235768,-0.178052642,-0.05352946
1492,0.213863749,0.602967823,-0.232147601,0.087680425
1493,0.010063376,0.228355138,0.2401722,-0.501096594
1494,-0.116667046,0.139356744,-0.056791845,-0.132343005
1495,0.099461146,0.457999972,-0.020356808,0.021897263
1496,0.067259212,-0.01319337,-0.001425678,0.311814196
1497,0.024546931,0.240607265,0.085299646,0.593677514
1498,0.062276966,0.045868752,-0.019908192,0.00299746
1499,-0.067478635,0.232975293,-0.161354926,0.037645672
1500,-0.042494101,-0.263358124,0.167435639,0.13958783
